"AreaName","State","edu.total","edu.males","edu.females","m_no_school","m_hs","m_bs","m_ms","m_phd","f_no_school","f_hs","f_bs","f_ms","f_phd","year","cause","amt_death","AADR"
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2002,"Unintentional Injuries",1972,48.74
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2011,"Parkinsons disease",317,6.65
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2006,"Stroke",2291,53.83
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2006,"Essential hypertension and hypertensive renal disease",378,8.72
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2006,"Cancer",8853,194.7
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2006,"Influenza and pneumonia",724,17.25
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2010,"Diabetes",1128,22.55
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2011,"Suicide",658,13.59
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2012,"Pneumonitis due to solids and liquids",259,5.16
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"Pneumonitis due to solids and liquids",295,5.65
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2006,"Chronic liver disease and cirrhosis",479,10.15
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2000,"Chronic liver disease and cirrhosis",460,11.43
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"Homicide",318,6.84
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2005,"All Causes",38707,920.9
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2000,"Septicemia",511,13.66
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,1999,"Septicemia",467,12.81
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2011,"CLRD",2402,47.55
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2006,"Homicide",391,8.99
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2005,"Kidney Disease",823,19.64
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2010,"Pneumonitis due to solids and liquids",247,5.27
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2011,"Chronic liver disease and cirrhosis",580,10.64
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"Kidney Disease",869,16
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"Chronic liver disease and cirrhosis",681,12.08
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2005,"Homicide",337,7.92
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2012,"Kidney Disease",860,16.43
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2006,"Pneumonitis due to solids and liquids",276,6.62
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2005,"Unintentional Injuries",2272,53.44
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2010,"Influenza and pneumonia",747,15.94
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2012,"Stroke",2349,45.88
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2003,"Suicide",476,11.46
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2000,"All Causes",36948,980.2
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2005,"Parkinsons disease",260,6.58
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2012,"Influenza and pneumonia",726,14.41
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2005,"Diabetes",1187,27.55
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2009,"Essential hypertension and hypertensive renal disease",418,8.97
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2010,"Chronic liver disease and cirrhosis",571,10.78
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2011,"Septicemia",781,15.53
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2006,"Diseases of Heart",9030,206.79
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2006,"Unintentional Injuries",2315,53.3
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,1999,"All Causes",36053,973.5
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2006,"Diabetes",1136,25.45
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2000,"Stroke",2956,81.44
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2008,"Kidney Disease",945,20.32
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2012,"Suicide",673,13.69
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2004,"Pneumonitis due to solids and liquids",339,8.76
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2002,"Parkinsons disease",239,6.37
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,1999,"Chronic liver disease and cirrhosis",415,10.63
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2004,"Diseases of Heart",9182,225.57
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2004,"All Causes",37276,909.5
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2012,"Unintentional Injuries",2336,48.25
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,1999,"Alzheimers disease",690,20.46
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2005,"Suicide",510,11.83
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2005,"Alzheimers disease",1316,34.28
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2009,"Kidney Disease",893,18.76
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2000,"Essential hypertension and hypertensive renal disease",379,10.24
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2001,"Influenza and pneumonia",754,20.49
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2000,"Homicide",326,8.03
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2010,"Diseases of Heart",9295,189.88
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2011,"Cancer",9543,181.95
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2000,"Parkinsons disease",209,5.84
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2008,"Stroke",2394,52.57
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2002,"Chronic liver disease and cirrhosis",386,9.21
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2009,"Parkinsons disease",277,6.24
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2011,"Alzheimers disease",1560,33.12
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2000,"Suicide",443,11.07
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2003,"Septicemia",652,16.26
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2001,"All Causes",36612,949.6
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2001,"Diseases of Heart",9471,248.62
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2001,"Unintentional Injuries",1960,49.04
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2010,"Septicemia",714,14.42
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2006,"Suicide",524,11.8
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"Unintentional Injuries",2287,46.63
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2001,"Essential hypertension and hypertensive renal disease",338,8.88
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"Diabetes",1240,22.53
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"Parkinsons disease",391,7.66
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2007,"Unintentional Injuries",2364,53.18
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2004,"Parkinsons disease",235,6.06
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2000,"Cancer",8250,212.64
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"Stroke",2508,47.56
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2001,"Alzheimers disease",881,24.87
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"Suicide",696,13.97
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2005,"Influenza and pneumonia",771,19.17
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2005,"Pneumonitis due to solids and liquids",298,7.5
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2003,"Diabetes",1161,28.29
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2002,"Diabetes",1112,27.77
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2005,"Diseases of Heart",9359,223.89
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2009,"Homicide",347,7.64
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2012,"All Causes",43198,835.2
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2012,"Diseases of Heart",9364,180.16
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2002,"Suicide",440,10.75
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2011,"Pneumonitis due to solids and liquids",280,5.73
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2010,"Stroke",2293,47.87
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2010,"Suicide",637,13.46
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2005,"Septicemia",634,15.18
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2010,"Homicide",322,7.09
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"Alzheimers disease",1623,32.37
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2001,"Suicide",467,11.4
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"Septicemia",731,13.6
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2010,"All Causes",41614,854.8
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2012,"Essential hypertension and hypertensive renal disease",408,7.93
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"CLRD",2756,50.79
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2008,"Suicide",565,12
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2009,"Pneumonitis due to solids and liquids",246,5.41
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2010,"Cancer",9356,183.62
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2011,"Essential hypertension and hypertensive renal disease",404,8.11
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,1999,"Parkinsons disease",175,4.93
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2002,"Septicemia",655,16.73
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2003,"CLRD",1913,47.4
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"Influenza and pneumonia",747,14.18
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2009,"Cancer",9123,182.77
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2011,"Kidney Disease",802,16.06
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2002,"CLRD",1889,48.14
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2007,"Diseases of Heart",8992,199.91
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2008,"Cancer",9199,189.99
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2009,"Alzheimers disease",1478,33.35
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2011,"Homicide",355,7.82
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2010,"Kidney Disease",963,19.94
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2012,"Parkinsons disease",349,7.16
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2005,"Stroke",2458,60.24
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2003,"Unintentional Injuries",1941,47.52
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2000,"Alzheimers disease",874,25.13
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2004,"Suicide",482,11.3
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2011,"Diabetes",1090,20.95
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2004,"Stroke",2643,66.54
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2010,"Unintentional Injuries",2274,48.86
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"Diseases of Heart",9648,180.02
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2000,"Diabetes",1206,31.5
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2006,"Alzheimers disease",1364,34.07
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2003,"All Causes",38112,952.7
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2008,"Homicide",354,7.86
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2009,"Unintentional Injuries",2229,47.96
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2001,"Parkinsons disease",215,5.82
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"Cancer",9745,173.99
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2003,"Pneumonitis due to solids and liquids",326,8.64
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2005,"Essential hypertension and hypertensive renal disease",423,10.15
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2002,"Pneumonitis due to solids and liquids",309,8.31
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2008,"Parkinsons disease",292,6.68
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2006,"CLRD",1935,44
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,1999,"CLRD",1752,46.99
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2012,"Homicide",373,8.15
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2004,"Alzheimers disease",1245,33.3
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2004,"CLRD",1792,43.47
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2012,"Septicemia",753,14.36
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,1999,"Homicide",313,7.77
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2009,"Diseases of Heart",9068,189.49
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2012,"CLRD",2467,46.88
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2009,"Chronic liver disease and cirrhosis",527,10.16
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2007,"Suicide",530,11.62
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2004,"Influenza and pneumonia",770,19.68
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,1999,"Diabetes",1118,29.64
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2006,"Parkinsons disease",279,6.76
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2000,"Diseases of Heart",9893,265.83
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2001,"Homicide",350,8.57
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2008,"Chronic liver disease and cirrhosis",470,9.43
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2006,"All Causes",38761,886.8
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2007,"CLRD",2036,44.94
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2010,"CLRD",2264,46.27
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2004,"Diabetes",1165,27.77
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2003,"Influenza and pneumonia",907,23.84
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2008,"Alzheimers disease",1492,34.69
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2008,"Septicemia",666,14.23
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2002,"Influenza and pneumonia",910,24.55
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2003,"Parkinsons disease",232,6.21
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2007,"Essential hypertension and hypertensive renal disease",406,9.12
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2002,"Homicide",326,7.91
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,1999,"Influenza and pneumonia",883,25.24
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2012,"Alzheimers disease",1634,33.58
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2009,"Influenza and pneumonia",759,16.42
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2007,"Parkinsons disease",276,6.42
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2007,"Kidney Disease",806,17.93
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2008,"Influenza and pneumonia",727,16.22
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2009,"Diabetes",1128,23.08
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2012,"Diabetes",1197,22.28
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2004,"Kidney Disease",818,20.13
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2002,"Stroke",2822,74.44
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2003,"Diseases of Heart",9510,240.06
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2002,"All Causes",37736,964.3
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2013,"Essential hypertension and hypertensive renal disease",422,7.95
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2010,"Alzheimers disease",1570,34.71
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2004,"Homicide",323,7.76
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2001,"Stroke",2832,76.15
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2007,"All Causes",39439,873.9
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2003,"Stroke",2748,71.17
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2003,"Essential hypertension and hypertensive renal disease",400,10.17
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2011,"Influenza and pneumonia",768,15.73
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,1999,"Pneumonitis due to solids and liquids",249,7.16
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2009,"CLRD",2317,48.19
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2001,"Cancer",8272,208.27
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2008,"Diseases of Heart",8996,193.44
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2002,"Essential hypertension and hypertensive renal disease",362,9.39
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2000,"Pneumonitis due to solids and liquids",229,6.43
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2003,"Chronic liver disease and cirrhosis",463,10.72
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2008,"CLRD",2266,48.52
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2007,"Pneumonitis due to solids and liquids",246,5.68
"South Carolina","SC",3210007,1522190,1687817,19254,463319,255648,90332,19807,17799,492339,274701,131052,12910,2003,"Cancer",8512,204.41
